Feedback_ID,Feedback_Text
Z05254,"The recent update seems to have caused more problems, especially the lack of a specific indicator."
Z00718,"I'm really impressed with the the kite connect api. Keep up the great work, Zerodha team!"
Z02207,Zerodha's order execution speed is incredibly smooth. works perfectly every time.
Z03984,Zerodha's the console dashboard is excellent. has significantly improved my trading discipline.
Z00830,Kite is so blazing fast. The the overall stability makes trading a breeze.
Z04595,Love the clean UI of Kite!
Z02071,"Best trading platform in India, hands down."
Z02834,"Best trading platform in India, hands down."
Z09759,Please fix the fund withdrawal processing time!
Z06531,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z07414,Getting a response from customer support takes forever. My issue regarding the app logging me out automatically remains unsolved.
Z09242,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z07120,I am tired of facing the app logging me out automatically. I missed out on a key trade.
Z05287,Why does Kite always have customer support delays during market open? This is unacceptable.
Z08594,I am tired of facing delayed market data. I missed out on a key trade.
Z08164,Kite has serious GTT order trigger failures.
Z02108,Kite is so top-notch. The the overall stability makes trading a breeze.
Z07984,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z00893,Love the minimalist UI of Kite!
Z06864,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding the lack of a specific indicator remains unsolved.
Z05456,I am tired of facing occasional chart freezes. I missed out on a key trade.
Z05594,Why does Kite always have delayed market data during market open? This is unacceptable.
Z02115,The Console dashboard is fantastic.
Z03751,Zerodha's kite's user interface is user-friendly. works perfectly every time.
Z09812,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding the app logging me out automatically remains unsolved.
Z07270,Very unhappy with the platform today. I missed out on a key trade. because of fund withdrawal processing time.
Z00376,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z07855,"The recent update seems to have caused more problems, especially fund withdrawal processing time."
Z07440,Please fix the login issues during peak hours!
Z08894,"The UI is clean, but the app is useless if I can't log in."
Z04198,"I'm really impressed with the the tradingview charts. Keep up the great work, Zerodha team!"
Z08850,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z07364,"The recent update seems to have caused more problems, especially customer support delays."
Z01589,Love the reliable UI of Kite!
Z03634,Kite is so excellent. The the overall stability works perfectly every time.
Z01529,"Best trading platform in India, hands down."
Z04414,Love the incredibly smooth UI of Kite!
Z04670,The TradingView charts is fantastic.
Z09314,"The UI is clean, but the app is useless if I can't log in."
Z00316,Zerodha's the search function is efficient. makes trading a breeze.
Z06934,Why does Kite always have occasional chart freezes during market open? This is unacceptable.
Z09767,"The UI is clean, but the app is useless if I can't log in."
Z06613,"The recent update seems to have caused more problems, especially customer support delays."
Z06316,"The UI is clean, but the app is useless if I can't log in."
Z05073,Why does Kite always have customer support delays during market open? This is unacceptable.
Z09576,Kite has serious login issues during peak hours.
Z00039,"Best trading platform in India, hands down."
Z09651,I am tired of facing login issues during peak hours. It needs to be addressed immediately.
Z02145,Love the excellent UI of Kite!
Z01959,The minimalist and user-friendly design of Kite is perfect for focused trading. Highly recommended!
Z03749,"Best trading platform in India, hands down."
Z02856,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z03301,Zerodha's kite's user interface is excellent. has significantly improved my trading discipline.
Z02696,Kite is so efficient. The the kite connect api is the best in the market.
Z04418,Kite is so minimalist. The kite's user interface works perfectly every time.
Z06806,"The recent update seems to have caused more problems, especially customer support delays."
Z08053,Kite has serious the lack of a specific indicator.
Z06888,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding the app logging me out automatically remains unsolved.
Z00511,Love the clean UI of Kite!
Z07769,"The UI is clean, but the app is useless if I can't log in."
Z00270,"I'm really impressed with the the overall stability. Keep up the great work, Zerodha team!"
Z07135,Kite has serious problems with Console reports.
Z05713,Kite has serious delayed market data.
Z05063,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of GTT order trigger failures.
Z09136,"The UI is clean, but the app is useless if I can't log in."
Z01575,Love the user-friendly UI of Kite!
Z03715,The GTT order feature is fantastic.
Z00423,"Best trading platform in India, hands down."
Z09753,I am tired of facing login issues during peak hours. It's becoming very unreliable.
Z00952,Love the minimalist UI of Kite!
Z08698,Very unhappy with the platform today. I missed out on a key trade. because of the app logging me out automatically.
Z02997,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z09436,Getting a response from customer support takes forever. My issue regarding delayed market data remains unsolved.
Z03476,"I'm really impressed with the kite's user interface. Keep up the great work, Zerodha team!"
Z09562,"The UI is clean, but the app is useless if I can't log in."
Z09635,Why does Kite always have the lack of a specific indicator during market open? This is unacceptable.
Z05464,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z08655,Kite has serious the app logging me out automatically.
Z01994,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z01568,"Best trading platform in India, hands down."
Z08000,Kite has serious fund withdrawal processing time.
Z06836,Kite has serious the app logging me out automatically.
Z04184,"Best trading platform in India, hands down."
Z04365,The minimalist and user-friendly design of Kite is perfect for focused trading. Highly recommended!
Z08572,Please fix the customer support delays!
Z09660,"The recent update seems to have caused more problems, especially delayed market data."
Z03711,The minimalist and user-friendly design of Kite is perfect for focused trading. Highly recommended!
Z05503,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of customer support delays.
Z01238,"Best trading platform in India, hands down."
Z09870,Very unhappy with the platform today. It needs to be addressed immediately. because of the app logging me out automatically.
Z06084,The phone support line is always busy. My issue regarding problems with Console reports remains unsolved.
Z01063,The GTT order feature is fantastic.
Z06530,Why does Kite always have GTT order trigger failures during market open? This is unacceptable.
Z06099,"The recent update seems to have caused more problems, especially login issues during peak hours."
Z02667,Zerodha's the search function is clean. works perfectly every time.
Z06063,Kite has serious GTT order trigger failures.
Z07765,Please fix the occasional chart freezes!
Z04673,Zerodha's the search function is efficient. works perfectly every time.
Z09881,Kite has serious occasional chart freezes.
Z07362,Please fix the the lack of a specific indicator!
Z00348,Kite is so reliable. The kite's user interface has significantly improved my trading discipline.
Z03145,Zerodha's the console dashboard is efficient. is the best in the market.
Z03592,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z09064,"The recent update seems to have caused more problems, especially delayed market data."
Z08681,I am tired of facing GTT order trigger failures. I'm thinking of moving to a different broker due to this.
Z06080,"The recent update seems to have caused more problems, especially the app logging me out automatically."
Z02733,"I'm really impressed with the the minimalist design. Keep up the great work, Zerodha team!"
Z05763,"The recent update seems to have caused more problems, especially the lack of a specific indicator."
Z09668,"The recent update seems to have caused more problems, especially login issues during peak hours."
Z05907,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z04488,Order execution speed is fantastic.
Z00095,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z00184,Love the minimalist UI of Kite!
Z07838,Why does Kite always have customer support delays during market open? This is unacceptable.
Z06042,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of problems with Console reports.
Z00349,Kite is so blazing fast. The the search function works perfectly every time.
Z04240,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z05519,The phone support line is always busy. My issue regarding the app logging me out automatically remains unsolved.
Z07056,I am tired of facing problems with Console reports. I missed out on a key trade.
Z01503,Kite is so reliable. The the kite connect api makes trading a breeze.
Z05988,Why does Kite always have GTT order trigger failures during market open? This is unacceptable.
Z09656,"The recent update seems to have caused more problems, especially the app logging me out automatically."
Z03940,The minimalist and incredibly smooth design of Kite is perfect for focused trading. Highly recommended!
Z08474,Getting a response from customer support takes forever. My issue regarding login issues during peak hours remains unsolved.
Z06811,"The recent update seems to have caused more problems, especially GTT order trigger failures."
Z03286,Kite is so top-notch. The the search function makes trading a breeze.
Z08922,Kite has serious the app logging me out automatically.
Z02570,Zerodha's the minimalist design is top-notch. makes trading a breeze.
Z09531,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding problems with Console reports remains unsolved.
Z02977,The minimalist and user-friendly design of Kite is perfect for focused trading. Highly recommended!
Z03915,Kite is so excellent. The the tradingview charts works perfectly every time.
Z01493,Zerodha's the console dashboard is reliable. makes trading a breeze.
Z03788,Zerodha's the overall stability is excellent. makes trading a breeze.
Z01400,The Kite Connect API is fantastic.
Z06565,Kite has serious the app logging me out automatically.
Z05163,My ticket has been open for over a week with no resolution. My issue regarding the lack of a specific indicator remains unsolved.
Z05695,I am tired of facing login issues during peak hours. It needs to be addressed immediately.
Z05856,"The recent update seems to have caused more problems, especially GTT order trigger failures."
Z01951,Zerodha's the overall stability is user-friendly. is a key reason I use Zerodha.
Z01182,"Best trading platform in India, hands down."
Z02630,The minimalist and efficient design of Kite is perfect for focused trading. Highly recommended!
Z03493,"I'm really impressed with the the kite connect api. Keep up the great work, Zerodha team!"
Z03401,Kite is so efficient. The the tradingview charts is a key reason I use Zerodha.
Z01736,The Kite Connect API is fantastic.
Z05183,"The recent update seems to have caused more problems, especially GTT order trigger failures."
Z05264,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z06645,The phone support line is always busy. My issue regarding customer support delays remains unsolved.
Z04273,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z04276,The GTT order feature is fantastic.
Z01948,Kite is so clean. The the console dashboard is a key reason I use Zerodha.
Z00139,Zerodha's the gtt order feature is top-notch. has significantly improved my trading discipline.
Z08210,Kite has serious fund withdrawal processing time.
Z02446,Kite is so reliable. The the gtt order feature is the best in the market.
Z05767,Kite has serious the lack of a specific indicator.
Z04413,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z07472,Very unhappy with the platform today. It's becoming very unreliable. because of GTT order trigger failures.
Z02124,The minimalist and minimalist design of Kite is perfect for focused trading. Highly recommended!
Z07887,I am tired of facing delayed market data. This is frustrating for a frequent trader.
Z08094,"The UI is clean, but the app is useless if I can't log in."
Z01010,The TradingView charts is fantastic.
Z06572,"The UI is clean, but the app is useless if I can't log in."
Z00734,Love the blazing fast UI of Kite!
Z09153,I am tired of facing problems with Console reports. I'm thinking of moving to a different broker due to this.
Z01035,"Best trading platform in India, hands down."
Z04156,Kite is so blazing fast. The the console dashboard has significantly improved my trading discipline.
Z08015,"The UI is clean, but the app is useless if I can't log in."
Z05621,"The UI is clean, but the app is useless if I can't log in."
Z06100,Very unhappy with the platform today. It's becoming very unreliable. because of the lack of a specific indicator.
Z02776,The minimalist design is fantastic.
Z09125,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z02653,Zerodha's kite's user interface is user-friendly. works perfectly every time.
Z04867,"Best trading platform in India, hands down."
Z05378,Why does Kite always have fund withdrawal processing time during market open? This is unacceptable.
Z03337,Kite is so excellent. The the console dashboard is the best in the market.
Z09542,Kite has serious fund withdrawal processing time.
Z09655,"The recent update seems to have caused more problems, especially delayed market data."
Z00161,Kite is so clean. The order execution speed makes trading a breeze.
Z00811,Kite is so incredibly smooth. The the console dashboard makes trading a breeze.
Z07504,"The recent update seems to have caused more problems, especially GTT order trigger failures."
Z03654,Zerodha's the console dashboard is top-notch. has significantly improved my trading discipline.
Z03608,"Best trading platform in India, hands down."
Z07512,Very unhappy with the platform today. I missed out on a key trade. because of login issues during peak hours.
Z05728,"The UI is clean, but the app is useless if I can't log in."
Z08014,Kite has serious problems with Console reports.
Z03665,The minimalist design is fantastic.
Z06196,Kite has serious GTT order trigger failures.
Z00107,Love the user-friendly UI of Kite!
Z05365,I am tired of facing the lack of a specific indicator. This is frustrating for a frequent trader.
Z08865,I am tired of facing delayed market data. I'm thinking of moving to a different broker due to this.
Z09355,"The recent update seems to have caused more problems, especially the lack of a specific indicator."
Z00143,"Best trading platform in India, hands down."
Z02657,Zerodha's the search function is efficient. has significantly improved my trading discipline.
Z00706,The overall stability is fantastic.
Z07451,"The recent update seems to have caused more problems, especially the app logging me out automatically."
Z05780,The phone support line is always busy. My issue regarding fund withdrawal processing time remains unsolved.
Z08132,Why does Kite always have GTT order trigger failures during market open? This is unacceptable.
Z02813,Kite is so efficient. The the overall stability makes trading a breeze.
Z04318,Kite is so minimalist. The the tradingview charts has significantly improved my trading discipline.
Z02279,The minimalist design is fantastic.
Z09686,Very unhappy with the platform today. This is frustrating for a frequent trader. because of problems with Console reports.
Z04310,"I'm really impressed with the the tradingview charts. Keep up the great work, Zerodha team!"
Z06815,"The UI is clean, but the app is useless if I can't log in."
Z05213,Why does Kite always have customer support delays during market open? This is unacceptable.
Z08889,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of the lack of a specific indicator.
Z09130,Please fix the delayed market data!
Z00079,"I'm really impressed with the the minimalist design. Keep up the great work, Zerodha team!"
Z09488,Please fix the problems with Console reports!
Z03400,The TradingView charts is fantastic.
Z09106,Why does Kite always have the app logging me out automatically during market open? This is unacceptable.
Z06156,"The recent update seems to have caused more problems, especially occasional chart freezes."
Z00216,The GTT order feature is fantastic.
Z03564,Love the incredibly smooth UI of Kite!
Z03725,The search function is fantastic.
Z01987,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z03967,"I'm really impressed with the the kite connect api. Keep up the great work, Zerodha team!"
Z04877,Love the efficient UI of Kite!
Z02217,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z02398,The minimalist and efficient design of Kite is perfect for focused trading. Highly recommended!
Z08888,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of the app logging me out automatically.
Z03402,The minimalist design is fantastic.
Z03712,Love the efficient UI of Kite!
Z04037,Love the incredibly smooth UI of Kite!
Z05471,Please fix the GTT order trigger failures!
Z01961,Love the user-friendly UI of Kite!
Z05482,"The UI is clean, but the app is useless if I can't log in."
Z01303,Zerodha's the kite connect api is incredibly smooth. is the best in the market.
Z02665,Kite is so blazing fast. The the overall stability has significantly improved my trading discipline.
Z01789,Zerodha's the console dashboard is minimalist. is a key reason I use Zerodha.
Z06164,I am tired of facing customer support delays. I'm thinking of moving to a different broker due to this.
Z06742,"The UI is clean, but the app is useless if I can't log in."
Z05931,Kite has serious problems with Console reports.
Z04983,"Best trading platform in India, hands down."
Z08679,"The recent update seems to have caused more problems, especially GTT order trigger failures."
Z02608,"Best trading platform in India, hands down."
Z06802,I am tired of facing GTT order trigger failures. This is frustrating for a frequent trader.
Z04838,"Best trading platform in India, hands down."
Z04114,Order execution speed is fantastic.
Z00596,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z06264,I am tired of facing problems with Console reports. I'm thinking of moving to a different broker due to this.
Z09347,My ticket has been open for over a week with no resolution. My issue regarding the lack of a specific indicator remains unsolved.
Z07301,Why does Kite always have occasional chart freezes during market open? This is unacceptable.
Z04481,Kite is so user-friendly. The order execution speed makes trading a breeze.
Z08875,"The UI is clean, but the app is useless if I can't log in."
Z07361,Please fix the occasional chart freezes!
Z07024,Please fix the the lack of a specific indicator!
Z01732,"I'm really impressed with the the search function. Keep up the great work, Zerodha team!"
Z01515,"Best trading platform in India, hands down."
Z01416,"Best trading platform in India, hands down."
Z04901,Love the incredibly smooth UI of Kite!
Z00248,Kite is so incredibly smooth. The the gtt order feature works perfectly every time.
Z02328,Order execution speed is fantastic.
Z00685,Order execution speed is fantastic.
Z02293,"Best trading platform in India, hands down."
Z00637,"Best trading platform in India, hands down."
Z06823,I am tired of facing problems with Console reports. I'm thinking of moving to a different broker due to this.
Z02009,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z08216,"The recent update seems to have caused more problems, especially problems with Console reports."
Z00312,Zerodha's the overall stability is reliable. makes trading a breeze.
Z07549,Why does Kite always have the lack of a specific indicator during market open? This is unacceptable.
Z00398,"Best trading platform in India, hands down."
Z01675,Zerodha's the kite connect api is user-friendly. is the best in the market.
Z07775,Very unhappy with the platform today. I missed out on a key trade. because of problems with Console reports.
Z01090,The overall stability is fantastic.
Z06004,Kite has serious occasional chart freezes.
Z09483,Kite has serious the lack of a specific indicator.
Z01490,Kite is so top-notch. The order execution speed is the best in the market.
Z00372,"Best trading platform in India, hands down."
Z03858,Zerodha's kite's user interface is top-notch. makes trading a breeze.
Z09557,I am tired of facing customer support delays. I'm thinking of moving to a different broker due to this.
Z04964,Love the efficient UI of Kite!
Z09898,Why does Kite always have delayed market data during market open? This is unacceptable.
Z06772,Kite has serious delayed market data.
Z09853,I am tired of facing login issues during peak hours. This is frustrating for a frequent trader.
Z04754,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z02886,Zerodha's the kite connect api is top-notch. works perfectly every time.
Z08367,Very unhappy with the platform today. It needs to be addressed immediately. because of fund withdrawal processing time.
Z03870,The minimalist and incredibly smooth design of Kite is perfect for focused trading. Highly recommended!
Z08750,I am tired of facing the lack of a specific indicator. I missed out on a key trade.
Z06729,Very unhappy with the platform today. This is frustrating for a frequent trader. because of GTT order trigger failures.
Z09611,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z01713,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z08368,Please fix the customer support delays!
Z01897,Kite is so reliable. The kite's user interface makes trading a breeze.
Z04252,Kite is so incredibly smooth. The the console dashboard makes trading a breeze.
Z04111,The minimalist and efficient design of Kite is perfect for focused trading. Highly recommended!
Z02628,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z08434,Kite has serious delayed market data.
Z02873,Zerodha's the minimalist design is top-notch. is the best in the market.
Z06516,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding occasional chart freezes remains unsolved.
Z08749,"The UI is clean, but the app is useless if I can't log in."
Z07729,Please fix the login issues during peak hours!
Z01790,"Best trading platform in India, hands down."
Z09007,Kite has serious the lack of a specific indicator.
Z08916,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z02267,Love the minimalist UI of Kite!
Z02737,Love the user-friendly UI of Kite!
Z00419,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z07730,The phone support line is always busy. My issue regarding customer support delays remains unsolved.
Z05564,I am tired of facing delayed market data. It's becoming very unreliable.
Z01504,The minimalist design is fantastic.
Z01054,The minimalist and incredibly smooth design of Kite is perfect for focused trading. Highly recommended!
Z09319,"The recent update seems to have caused more problems, especially the app logging me out automatically."
Z00297,Love the reliable UI of Kite!
Z05474,"The UI is clean, but the app is useless if I can't log in."
Z07573,I am tired of facing problems with Console reports. This is frustrating for a frequent trader.
Z03088,Kite is so reliable. The order execution speed makes trading a breeze.
Z09917,Why does Kite always have customer support delays during market open? This is unacceptable.
Z07040,The phone support line is always busy. My issue regarding fund withdrawal processing time remains unsolved.
Z03263,Zerodha's the gtt order feature is incredibly smooth. has significantly improved my trading discipline.
Z03067,Love the incredibly smooth UI of Kite!
Z03302,"I'm really impressed with the the kite connect api. Keep up the great work, Zerodha team!"
Z03219,Love the incredibly smooth UI of Kite!
Z05145,I am tired of facing delayed market data. This is frustrating for a frequent trader.
Z00624,The minimalist and reliable design of Kite is perfect for focused trading. Highly recommended!
Z01212,Zerodha's the kite connect api is user-friendly. is the best in the market.
Z07622,My ticket has been open for over a week with no resolution. My issue regarding occasional chart freezes remains unsolved.
Z03031,"Best trading platform in India, hands down."
Z00659,Zerodha's the minimalist design is user-friendly. is a key reason I use Zerodha.
Z08207,"The recent update seems to have caused more problems, especially customer support delays."
Z01218,Kite's user interface is fantastic.
Z05590,Please fix the delayed market data!
Z01007,The Kite Connect API is fantastic.
Z07263,"The recent update seems to have caused more problems, especially customer support delays."
Z07994,Kite has serious login issues during peak hours.
Z01074,"Best trading platform in India, hands down."
Z09466,I am tired of facing the app logging me out automatically. It needs to be addressed immediately.
Z01795,"Best trading platform in India, hands down."
Z09423,"The UI is clean, but the app is useless if I can't log in."
Z00656,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z07072,Please fix the problems with Console reports!
Z05100,"The recent update seems to have caused more problems, especially the app logging me out automatically."
Z05803,Kite has serious the lack of a specific indicator.
Z00083,Love the top-notch UI of Kite!
Z04354,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z00961,"I'm really impressed with the the minimalist design. Keep up the great work, Zerodha team!"
Z06477,I am tired of facing the app logging me out automatically. It's becoming very unreliable.
Z07141,"The UI is clean, but the app is useless if I can't log in."
Z00536,"Best trading platform in India, hands down."
Z03017,"Best trading platform in India, hands down."
Z09903,Kite has serious fund withdrawal processing time.
Z01883,Love the top-notch UI of Kite!
Z04915,Order execution speed is fantastic.
Z09198,"The recent update seems to have caused more problems, especially delayed market data."
Z04427,Love the minimalist UI of Kite!
Z09896,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of GTT order trigger failures.
Z05888,Kite has serious problems with Console reports.
Z02509,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z02167,"Best trading platform in India, hands down."
Z05648,"The UI is clean, but the app is useless if I can't log in."
Z07047,Kite has serious the lack of a specific indicator.
Z03436,The minimalist and clean design of Kite is perfect for focused trading. Highly recommended!
Z00165,"Best trading platform in India, hands down."
Z05657,"The recent update seems to have caused more problems, especially problems with Console reports."
Z03732,The minimalist and reliable design of Kite is perfect for focused trading. Highly recommended!
Z05686,Kite has serious GTT order trigger failures.
Z05617,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding occasional chart freezes remains unsolved.
Z04464,Zerodha's order execution speed is user-friendly. is a key reason I use Zerodha.
Z02079,The minimalist design is fantastic.
Z06573,Please fix the customer support delays!
Z00612,Love the minimalist UI of Kite!
Z02329,Love the incredibly smooth UI of Kite!
Z06415,Please fix the customer support delays!
Z09270,I am tired of facing customer support delays. This is frustrating for a frequent trader.
Z07532,Getting a response from customer support takes forever. My issue regarding the lack of a specific indicator remains unsolved.
Z01386,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z03849,Zerodha's the kite connect api is reliable. makes trading a breeze.
Z01431,The Kite Connect API is fantastic.
Z03185,Kite is so blazing fast. The the kite connect api makes trading a breeze.
Z08745,Please fix the GTT order trigger failures!
Z05220,"The recent update seems to have caused more problems, especially customer support delays."
Z02837,Order execution speed is fantastic.
Z09698,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding the app logging me out automatically remains unsolved.
Z00358,Kite is so top-notch. The the search function is the best in the market.
Z08910,Kite has serious GTT order trigger failures.
Z09813,Please fix the occasional chart freezes!
Z07794,Very unhappy with the platform today. It's becoming very unreliable. because of the lack of a specific indicator.
Z09304,Please fix the occasional chart freezes!
Z02084,"I'm really impressed with the the overall stability. Keep up the great work, Zerodha team!"
Z08547,The phone support line is always busy. My issue regarding the lack of a specific indicator remains unsolved.
Z04376,The TradingView charts is fantastic.
Z04630,"I'm really impressed with the the console dashboard. Keep up the great work, Zerodha team!"
Z00854,Love the clean UI of Kite!
Z04202,The minimalist and user-friendly design of Kite is perfect for focused trading. Highly recommended!
Z08654,Kite has serious login issues during peak hours.
Z01915,The minimalist and minimalist design of Kite is perfect for focused trading. Highly recommended!
Z03207,Kite's user interface is fantastic.
Z07280,"The UI is clean, but the app is useless if I can't log in."
Z00979,"Best trading platform in India, hands down."
Z08409,Kite has serious customer support delays.
Z01066,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z04330,Zerodha's the tradingview charts is user-friendly. is a key reason I use Zerodha.
Z08057,The phone support line is always busy. My issue regarding the lack of a specific indicator remains unsolved.
Z04031,The minimalist and minimalist design of Kite is perfect for focused trading. Highly recommended!
Z05941,"The UI is clean, but the app is useless if I can't log in."
Z07792,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding the lack of a specific indicator remains unsolved.
Z07635,"The UI is clean, but the app is useless if I can't log in."
Z07758,Kite has serious the app logging me out automatically.
Z01447,Kite is so efficient. The the search function works perfectly every time.
Z05823,Why does Kite always have customer support delays during market open? This is unacceptable.
Z05166,The phone support line is always busy. My issue regarding occasional chart freezes remains unsolved.
Z03998,Zerodha's the gtt order feature is reliable. has significantly improved my trading discipline.
Z01597,"Best trading platform in India, hands down."
Z07122,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of GTT order trigger failures.
Z04517,"I'm really impressed with the the minimalist design. Keep up the great work, Zerodha team!"
Z08019,Why does Kite always have delayed market data during market open? This is unacceptable.
Z09523,Please fix the GTT order trigger failures!
Z07155,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z07232,Please fix the GTT order trigger failures!
Z04489,"Best trading platform in India, hands down."
Z02049,"I'm really impressed with the kite's user interface. Keep up the great work, Zerodha team!"
Z04802,Love the clean UI of Kite!
Z03013,The minimalist and efficient design of Kite is perfect for focused trading. Highly recommended!
Z01787,Love the user-friendly UI of Kite!
Z09300,"The UI is clean, but the app is useless if I can't log in."
Z07300,Very unhappy with the platform today. I missed out on a key trade. because of login issues during peak hours.
Z08211,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding the app logging me out automatically remains unsolved.
Z06467,Very unhappy with the platform today. I'm thinking of moving to a different broker due to this. because of problems with Console reports.
Z02922,Zerodha's the gtt order feature is incredibly smooth. is a key reason I use Zerodha.
Z01164,Order execution speed is fantastic.
Z05919,"The recent update seems to have caused more problems, especially occasional chart freezes."
Z04311,"I'm really impressed with the the gtt order feature. Keep up the great work, Zerodha team!"
Z08895,"The recent update seems to have caused more problems, especially GTT order trigger failures."
Z07107,The support team seems to use scripted answers and doesn't solve the actual problem. My issue regarding GTT order trigger failures remains unsolved.
Z08817,My ticket has been open for over a week with no resolution. My issue regarding customer support delays remains unsolved.
Z01894,The minimalist and top-notch design of Kite is perfect for focused trading. Highly recommended!
Z01366,Love the incredibly smooth UI of Kite!
Z03499,Kite is so user-friendly. The the kite connect api is a key reason I use Zerodha.
Z05314,"The UI is clean, but the app is useless if I can't log in."
Z06151,Why does Kite always have the lack of a specific indicator during market open? This is unacceptable.
Z00759,"Best trading platform in India, hands down."
Z09459,Kite has serious delayed market data.
Z07100,Please fix the login issues during peak hours!
Z07527,Very unhappy with the platform today. It's becoming very unreliable. because of the app logging me out automatically.
Z06044,Kite has serious occasional chart freezes.
Z06423,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z03362,Love the incredibly smooth UI of Kite!
Z05965,"The UI is clean, but the app is useless if I can't log in."
Z07613,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z01264,"Best trading platform in India, hands down."
Z04393,The TradingView charts is fantastic.
Z06814,Why does Kite always have login issues during peak hours during market open? This is unacceptable.
Z04952,The GTT order feature is fantastic.
Z01595,"Best trading platform in India, hands down."
Z02325,Kite is so blazing fast. The kite's user interface has significantly improved my trading discipline.
Z06082,I am tired of facing problems with Console reports. I'm thinking of moving to a different broker due to this.
Z00188,The minimalist and excellent design of Kite is perfect for focused trading. Highly recommended!
Z03478,"I'm really impressed with the order execution speed. Keep up the great work, Zerodha team!"
Z07725,I am tired of facing the lack of a specific indicator. It needs to be addressed immediately.
Z09776,Why does Kite always have customer support delays during market open? This is unacceptable.
Z01507,The Kite Connect API is fantastic.
Z09717,"The recent update seems to have caused more problems, especially the lack of a specific indicator."
Z04104,Kite is so minimalist. The order execution speed works perfectly every time.
Z01201,"I'm really impressed with the the search function. Keep up the great work, Zerodha team!"
Z03842,The GTT order feature is fantastic.
Z00220,Kite is so minimalist. The the search function is a key reason I use Zerodha.
Z02300,The minimalist and clean design of Kite is perfect for focused trading. Highly recommended!
Z08524,"The UI is clean, but the app is useless if I can't log in."
Z09264,"The UI is clean, but the app is useless if I can't log in."
Z01934,The TradingView charts is fantastic.
Z04519,The minimalist and blazing fast design of Kite is perfect for focused trading. Highly recommended!
Z06536,Kite has serious the app logging me out automatically.
Z00764,Love the minimalist UI of Kite!
Z05886,Kite has serious fund withdrawal processing time.
Z08641,My ticket has been open for over a week with no resolution. My issue regarding login issues during peak hours remains unsolved.
Z06409,"The recent update seems to have caused more problems, especially login issues during peak hours."
Z06821,Why does Kite always have problems with Console reports during market open? This is unacceptable.
Z06329,Please fix the the lack of a specific indicator!
