Feedback_ID,Feedback_Text
F04711,Love the new update! So much better.
F01798,"I'm really impressed with how very responsive the the portfolio tracking feature is. Keep up the great work, Angel One!"
F01181,"Using Angel One has been a great experience. Specifically, the the portfolio tracking feature makes trading so much easier."
F02835,Love the new update! So much better.
F05086,The latest update is full of bugs. The high latency is making the app unusable.
F04513,The website's layout is reliable. is exactly what I was looking for.
F06576,The latest update is full of bugs. The slow loading times is making the app unusable.
F09078,The app has slow loading times.
F08527,The app has frequent crashes.
F07867,"Terrible user interface, very hard to navigate."
F06279,The app has notification bugs.
F03781,Love the new update! So much better.
F01268,"Finally, a trading app with a clean and reliable interface. Highly recommended!"
F08835,Very disappointed with the performance. The app is completely unreliable. because of notification bugs.
F02464,The app's user interface is fantastic.
F03524,Great app! Very seamless.
F06136,The app has frequent crashes.
F08072,Fix the high latency immediately!
F07319,The app has frequent crashes.
F08170,Very disappointed with the performance. This makes trading very difficult. because of fund withdrawal issues.
F01763,"Finally, a trading app with a clean and incredibly smooth interface. Highly recommended!"
F09404,Fix the high latency immediately!
F01419,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F02382,"I'm really impressed with how top-notch the the charting tools is. Keep up the great work, Angel One!"
F04761,The stock screener is fantastic.
F09099,Fix the a confusing UI immediately!
F03582,GTT orders is user-friendly. works flawlessly.
F00037,Excellent platform for trading.
F08434,"Terrible user interface, very hard to navigate."
F01559,The app's user interface is reliable. makes trading so much easier.
F06057,I'm constantly facing fund withdrawal issues. I lost a trading opportunity.
F09455,The app has incorrect data display.
F01021,"Finally, a trading app with a clean and intuitive interface. Highly recommended!"
F04167,"Using Angel One has been a great experience. Specifically, the the ipo application process is exactly what I was looking for."
F01169,"I'm really impressed with how reliable the the app's user interface is. Keep up the great work, Angel One!"
F03522,Excellent platform for trading.
F03185,Excellent platform for trading.
F03734,The portfolio tracking feature is user-friendly. is exactly what I was looking for.
F08807,The UI is not intuitive at all. It's hard to find basic functions and the constant order execution delays makes it even worse.
F05309,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F01576,The portfolio tracking feature is fantastic.
F00503,Love the new update! So much better.
F01309,The watchlist feature is fantastic.
F08930,The latest update is full of bugs. The notification bugs is making the app unusable.
F06001,The latest update is full of bugs. The order execution delays is making the app unusable.
F07734,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F09911,"Terrible user interface, very hard to navigate."
F07561,The latest update is full of bugs. The a confusing ui is making the app unusable.
F06523,The support team could not resolve my issue after multiple calls. My problem with login problems is still unresolved after a week.
F07890,The latest update is full of bugs. The high latency is making the app unusable.
F08512,The UI is not intuitive at all. It's hard to find basic functions and the constant login problems makes it even worse.
F05923,The support team could not resolve my issue after multiple calls. My problem with a confusing UI is still unresolved after a week.
F07337,"Terrible user interface, very hard to navigate."
F09240,The latest update is full of bugs. The incorrect data display is making the app unusable.
F03855,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F08737,Very disappointed with the performance. I lost a trading opportunity. because of chart glitches.
F08553,"Terrible user interface, very hard to navigate."
F02690,"Using Angel One has been a great experience. Specifically, the the watchlist feature works flawlessly."
F06071,Fix the a confusing UI immediately!
F09991,Very disappointed with the performance. This makes trading very difficult. because of slow loading times.
F05174,The support team could not resolve my issue after multiple calls. My problem with a confusing UI is still unresolved after a week.
F00090,"Using Angel One has been a great experience. Specifically, the the app's user interface works flawlessly."
F08053,The latest update is full of bugs. The login problems is making the app unusable.
F05660,Fix the fund withdrawal issues immediately!
F03589,Excellent platform for trading.
F06996,"Terrible user interface, very hard to navigate."
F02911,The portfolio tracking feature is top-notch. is exactly what I was looking for.
F02319,"Using Angel One has been a great experience. Specifically, the gtt orders is a game-changer for me."
F06478,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F02547,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F06330,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F03648,"Using Angel One has been a great experience. Specifically, the the charting tools makes trading so much easier."
F00275,Love the new update! So much better.
F09290,The support team could not resolve my issue after multiple calls. My problem with notification bugs is still unresolved after a week.
F01646,GTT orders is incredibly smooth. works flawlessly.
F09802,I've been waiting for days to get a reply on my ticket. My problem with fund withdrawal issues is still unresolved after a week.
F07430,Fix the frequent crashes immediately!
F08003,"Terrible user interface, very hard to navigate."
F07971,I've been waiting for days to get a reply on my ticket. My problem with fund withdrawal issues is still unresolved after a week.
F05019,Fix the login problems immediately!
F01306,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F02416,Great app! Very intuitive.
F04194,Love the new update! So much better.
F02151,Love the new update! So much better.
F04641,Love the new update! So much better.
F09378,The UI is not intuitive at all. It's hard to find basic functions and the constant high latency makes it even worse.
F02036,The charting tools is fantastic.
F06171,Very disappointed with the performance. I'm considering switching to another broker. because of slow loading times.
F08246,Very disappointed with the performance. This makes trading very difficult. because of order execution delays.
F07663,The latest update is full of bugs. The slow loading times is making the app unusable.
F01573,"Using Angel One has been a great experience. Specifically, the order placement works flawlessly."
F04410,Excellent platform for trading.
F00666,"I'm really impressed with how very responsive the the app's user interface is. Keep up the great work, Angel One!"
F04136,Great app! Very intuitive.
F08021,The latest update is full of bugs. The order execution delays is making the app unusable.
F08783,Customer support is unresponsive and unhelpful. My problem with order execution delays is still unresolved after a week.
F00200,Great app! Very excellent.
F06209,The latest update is full of bugs. The slow loading times is making the app unusable.
F05568,Fix the chart glitches immediately!
F09472,I'm constantly facing slow loading times. I'm considering switching to another broker.
F09367,Very disappointed with the performance. I'm considering switching to another broker. because of fund withdrawal issues.
F04668,The website's layout is fantastic.
F06494,Very disappointed with the performance. I'm considering switching to another broker. because of order execution delays.
F03231,"Using Angel One has been a great experience. Specifically, the order placement is exactly what I was looking for."
F01902,Great app! Very very responsive.
F01076,The website's layout is excellent. makes trading so much easier.
F08680,"Terrible user interface, very hard to navigate."
F09383,I'm constantly facing notification bugs. This makes trading very difficult.
F01091,GTT orders is excellent. is exactly what I was looking for.
F07180,Fix the login problems immediately!
F02715,Love the new update! So much better.
F04817,Order placement is fantastic.
F03631,"Using Angel One has been a great experience. Specifically, the the app's user interface makes trading so much easier."
F09096,The app has login problems.
F04243,Excellent platform for trading.
F06830,Fix the notification bugs immediately!
F06314,The latest update is full of bugs. The chart glitches is making the app unusable.
F07521,Customer support is unresponsive and unhelpful. My problem with fund withdrawal issues is still unresolved after a week.
F09307,"Terrible user interface, very hard to navigate."
F02371,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F09600,"Terrible user interface, very hard to navigate."
F04251,"Using Angel One has been a great experience. Specifically, the the overall performance is a game-changer for me."
F00961,"I'm really impressed with how top-notch the the overall performance is. Keep up the great work, Angel One!"
F08179,The support team could not resolve my issue after multiple calls. My problem with high latency is still unresolved after a week.
F02432,"Using Angel One has been a great experience. Specifically, the gtt orders is a game-changer for me."
F04129,Love the new update! So much better.
F08408,It's impossible to get a human on the line for support. My problem with incorrect data display is still unresolved after a week.
F01287,"I'm really impressed with how user-friendly the the website's layout is. Keep up the great work, Angel One!"
F08448,The app has incorrect data display.
F09575,"Terrible user interface, very hard to navigate."
F07472,The app has incorrect data display.
F03332,"I'm really impressed with how user-friendly the the stock screener is. Keep up the great work, Angel One!"
F01430,Excellent platform for trading.
F09804,"Terrible user interface, very hard to navigate."
F05836,The UI is not intuitive at all. It's hard to find basic functions and the constant order execution delays makes it even worse.
F05216,Very disappointed with the performance. It needs an urgent fix. because of order execution delays.
F02310,Great app! Very reliable.
F02711,Love the new update! So much better.
F06003,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F02855,Great app! Very very responsive.
F01578,"I'm really impressed with how intuitive the the watchlist feature is. Keep up the great work, Angel One!"
F00513,The stock screener is excellent. makes trading so much easier.
F05349,The latest update is full of bugs. The login problems is making the app unusable.
F08802,The app has chart glitches.
F05895,Customer support is unresponsive and unhelpful. My problem with high latency is still unresolved after a week.
F08206,The UI is not intuitive at all. It's hard to find basic functions and the constant frequent crashes makes it even worse.
F09124,Very disappointed with the performance. This makes trading very difficult. because of fund withdrawal issues.
F00776,Excellent platform for trading.
F00638,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F02810,Excellent platform for trading.
F09419,Very disappointed with the performance. It's extremely frustrating. because of high latency.
F03704,Excellent platform for trading.
F01401,"I'm really impressed with how fast the the overall performance is. Keep up the great work, Angel One!"
F06869,Very disappointed with the performance. It needs an urgent fix. because of login problems.
F05111,I'm constantly facing order execution delays. I lost a trading opportunity.
F03569,The overall performance is fantastic.
F06264,The support team could not resolve my issue after multiple calls. My problem with a confusing UI is still unresolved after a week.
F07335,The app has chart glitches.
F09617,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F04051,The watchlist feature is top-notch. works flawlessly.
F00042,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F00465,Order placement is excellent. has really improved my experience.
F05467,I've been waiting for days to get a reply on my ticket. My problem with chart glitches is still unresolved after a week.
F06672,The UI is not intuitive at all. It's hard to find basic functions and the constant a confusing UI makes it even worse.
F09625,The latest update is full of bugs. The a confusing ui is making the app unusable.
F03105,"Using Angel One has been a great experience. Specifically, the the overall performance works flawlessly."
F04896,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F06947,"Terrible user interface, very hard to navigate."
F02638,Love the new update! So much better.
F08611,Fix the a confusing UI immediately!
F00532,"Using Angel One has been a great experience. Specifically, the the charting tools is a game-changer for me."
F04158,Excellent platform for trading.
F04597,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F07789,"Terrible user interface, very hard to navigate."
F04446,The portfolio tracking feature is top-notch. is a game-changer for me.
F05161,The latest update is full of bugs. The incorrect data display is making the app unusable.
F03378,"Finally, a trading app with a clean and very responsive interface. Highly recommended!"
F02894,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F00135,The charting tools is fantastic.
F07745,I'm constantly facing high latency. I lost a trading opportunity.
F04306,Love the new update! So much better.
F05210,Fix the notification bugs immediately!
F09279,I'm constantly facing order execution delays. It needs an urgent fix.
F05780,"Terrible user interface, very hard to navigate."
F05103,Fix the a confusing UI immediately!
F08608,Very disappointed with the performance. The app is completely unreliable. because of order execution delays.
F06148,Very disappointed with the performance. It needs an urgent fix. because of high latency.
F09895,The app has frequent crashes.
F01896,"I'm really impressed with how fast the the website's layout is. Keep up the great work, Angel One!"
F07439,Fix the a confusing UI immediately!
F00623,GTT orders is incredibly smooth. makes trading so much easier.
F00094,The website's layout is fast. is a game-changer for me.
F02765,Order placement is fantastic.
F02294,"Finally, a trading app with a clean and intuitive interface. Highly recommended!"
F05393,Fix the order execution delays immediately!
F06517,Very disappointed with the performance. I'm considering switching to another broker. because of high latency.
F01963,The overall performance is fantastic.
F09021,"Terrible user interface, very hard to navigate."
F08212,Fix the notification bugs immediately!
F04642,Excellent platform for trading.
F04930,"Using Angel One has been a great experience. Specifically, the the overall performance is a game-changer for me."
F07868,Fix the order execution delays immediately!
F07806,The app has notification bugs.
F04294,Excellent platform for trading.
F06177,The app has high latency.
F07463,The latest update is full of bugs. The slow loading times is making the app unusable.
F07626,"Terrible user interface, very hard to navigate."
F09654,The latest update is full of bugs. The high latency is making the app unusable.
F05188,The latest update is full of bugs. The frequent crashes is making the app unusable.
F02650,The IPO application process is fantastic.
F04976,Love the new update! So much better.
F05460,The app has a confusing UI.
F09569,Fix the slow loading times immediately!
F05505,The app has slow loading times.
F05420,Very disappointed with the performance. I lost a trading opportunity. because of chart glitches.
F08363,I've been waiting for days to get a reply on my ticket. My problem with incorrect data display is still unresolved after a week.
F03115,"I'm really impressed with how reliable the the app's user interface is. Keep up the great work, Angel One!"
F03576,"Using Angel One has been a great experience. Specifically, the the website's layout is exactly what I was looking for."
F01437,"Using Angel One has been a great experience. Specifically, the the charting tools makes trading so much easier."
F05007,Very disappointed with the performance. I lost a trading opportunity. because of frequent crashes.
F08732,The app has a confusing UI.
F01980,"I'm really impressed with how incredibly smooth the the charting tools is. Keep up the great work, Angel One!"
F07819,"Terrible user interface, very hard to navigate."
F06806,The UI is not intuitive at all. It's hard to find basic functions and the constant login problems makes it even worse.
F02698,Great app! Very very responsive.
F01368,Excellent platform for trading.
F02393,"Using Angel One has been a great experience. Specifically, the the watchlist feature has really improved my experience."
F08270,The app has chart glitches.
F05785,I'm constantly facing login problems. It needs an urgent fix.
F02230,Excellent platform for trading.
F09314,The app has high latency.
F05013,"Terrible user interface, very hard to navigate."
F01770,Love the new update! So much better.
F05434,Very disappointed with the performance. The app is completely unreliable. because of a confusing UI.
F09256,I'm constantly facing notification bugs. This makes trading very difficult.
F00606,The stock screener is seamless. works flawlessly.
F02153,Love the new update! So much better.
F08842,Very disappointed with the performance. It's extremely frustrating. because of order execution delays.
F03056,The overall performance is reliable. has really improved my experience.
F08684,It's impossible to get a human on the line for support. My problem with slow loading times is still unresolved after a week.
F07058,The UI is not intuitive at all. It's hard to find basic functions and the constant login problems makes it even worse.
F07936,Customer support is unresponsive and unhelpful. My problem with slow loading times is still unresolved after a week.
F04744,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F01250,Excellent platform for trading.
F07860,The latest update is full of bugs. The slow loading times is making the app unusable.
F06019,Very disappointed with the performance. This makes trading very difficult. because of login problems.
F03757,"Finally, a trading app with a clean and intuitive interface. Highly recommended!"
F08891,Very disappointed with the performance. It's extremely frustrating. because of chart glitches.
F04127,Great app! Very reliable.
F06627,Very disappointed with the performance. It needs an urgent fix. because of high latency.
F08859,Fix the fund withdrawal issues immediately!
F04545,Great app! Very intuitive.
F07532,Very disappointed with the performance. It's extremely frustrating. because of chart glitches.
F01262,Excellent platform for trading.
F00535,"Using Angel One has been a great experience. Specifically, the the charting tools is a game-changer for me."
F08897,The app has notification bugs.
F06805,The latest update is full of bugs. The fund withdrawal issues is making the app unusable.
F01888,The overall performance is fantastic.
F07951,The latest update is full of bugs. The slow loading times is making the app unusable.
F08366,"Terrible user interface, very hard to navigate."
F02282,The app's user interface is fantastic.
F09705,Fix the high latency immediately!
F07220,The UI is not intuitive at all. It's hard to find basic functions and the constant frequent crashes makes it even worse.
F05712,"Terrible user interface, very hard to navigate."
F07704,It's impossible to get a human on the line for support. My problem with a confusing UI is still unresolved after a week.
F01140,"Using Angel One has been a great experience. Specifically, the gtt orders works flawlessly."
F02805,"I'm really impressed with how intuitive the the overall performance is. Keep up the great work, Angel One!"
F06827,The app has notification bugs.
F03200,The website's layout is fantastic.
F03745,Great app! Very excellent.
F09282,The latest update is full of bugs. The notification bugs is making the app unusable.
F09954,"Terrible user interface, very hard to navigate."
F06360,Fix the high latency immediately!
F04370,"I'm really impressed with how seamless the the portfolio tracking feature is. Keep up the great work, Angel One!"
F01082,The website's layout is seamless. works flawlessly.
F04973,"I'm really impressed with how very responsive the the overall performance is. Keep up the great work, Angel One!"
F08984,"Terrible user interface, very hard to navigate."
F07739,The UI is not intuitive at all. It's hard to find basic functions and the constant a confusing UI makes it even worse.
F05206,Customer support is unresponsive and unhelpful. My problem with fund withdrawal issues is still unresolved after a week.
F03914,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F05752,The UI is not intuitive at all. It's hard to find basic functions and the constant high latency makes it even worse.
F00910,"Finally, a trading app with a clean and intuitive interface. Highly recommended!"
F06190,"Terrible user interface, very hard to navigate."
F07399,Very disappointed with the performance. I lost a trading opportunity. because of a confusing UI.
F07692,The latest update is full of bugs. The chart glitches is making the app unusable.
F08575,"Terrible user interface, very hard to navigate."
F06141,"Terrible user interface, very hard to navigate."
F01778,Great app! Very incredibly smooth.
F02305,Love the new update! So much better.
F08573,"Terrible user interface, very hard to navigate."
F03027,The IPO application process is seamless. is a game-changer for me.
F00985,Great app! Very user-friendly.
F07627,Very disappointed with the performance. The app is completely unreliable. because of order execution delays.
F02616,The charting tools is incredibly smooth. is a game-changer for me.
F08147,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F07896,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F09699,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F09232,I'm constantly facing incorrect data display. This makes trading very difficult.
F04845,The charting tools is fantastic.
F02823,Love the new update! So much better.
F00410,The overall performance is seamless. is exactly what I was looking for.
F04946,The watchlist feature is fast. makes trading so much easier.
F05223,"Terrible user interface, very hard to navigate."
F04927,Excellent platform for trading.
F02017,The watchlist feature is seamless. is exactly what I was looking for.
F04775,"I'm really impressed with how seamless the order placement is. Keep up the great work, Angel One!"
F03690,"Finally, a trading app with a clean and reliable interface. Highly recommended!"
F02421,The IPO application process is user-friendly. has really improved my experience.
F06108,Fix the fund withdrawal issues immediately!
F04268,"Finally, a trading app with a clean and user-friendly interface. Highly recommended!"
F06220,The app has slow loading times.
F01100,"Using Angel One has been a great experience. Specifically, the gtt orders makes trading so much easier."
F09940,It's impossible to get a human on the line for support. My problem with login problems is still unresolved after a week.
F01279,The watchlist feature is fantastic.
F08787,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F04344,Love the new update! So much better.
F05881,The UI is not intuitive at all. It's hard to find basic functions and the constant a confusing UI makes it even worse.
F00947,Great app! Very seamless.
F02904,Excellent platform for trading.
F08493,The latest update is full of bugs. The a confusing ui is making the app unusable.
F01191,The IPO application process is fantastic.
F05540,Very disappointed with the performance. I'm considering switching to another broker. because of login problems.
F02100,Great app! Very user-friendly.
F06192,The latest update is full of bugs. The login problems is making the app unusable.
F01758,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F03413,"Using Angel One has been a great experience. Specifically, the gtt orders is a game-changer for me."
F07991,I'm constantly facing high latency. It needs an urgent fix.
F01616,"Using Angel One has been a great experience. Specifically, the gtt orders makes trading so much easier."
F07050,The UI is not intuitive at all. It's hard to find basic functions and the constant order execution delays makes it even worse.
F03363,"Using Angel One has been a great experience. Specifically, the order placement makes trading so much easier."
F06781,The latest update is full of bugs. The fund withdrawal issues is making the app unusable.
F07572,The UI is not intuitive at all. It's hard to find basic functions and the constant fund withdrawal issues makes it even worse.
F00021,"Using Angel One has been a great experience. Specifically, the the stock screener is exactly what I was looking for."
F08699,"Terrible user interface, very hard to navigate."
F07493,Fix the slow loading times immediately!
F08800,Fix the fund withdrawal issues immediately!
F00826,The charting tools is fantastic.
F01984,The IPO application process is fantastic.
F04055,The app's user interface is incredibly smooth. is a game-changer for me.
F03944,"Finally, a trading app with a clean and very responsive interface. Highly recommended!"
F08713,The latest update is full of bugs. The notification bugs is making the app unusable.
F01747,"Using Angel One has been a great experience. Specifically, the the app's user interface has really improved my experience."
F04494,Great app! Very user-friendly.
F05415,The UI is not intuitive at all. It's hard to find basic functions and the constant a confusing UI makes it even worse.
F07526,Very disappointed with the performance. It needs an urgent fix. because of fund withdrawal issues.
F06007,The app has login problems.
F05030,The app has high latency.
F01364,Love the new update! So much better.
F04809,Excellent platform for trading.
F01275,GTT orders is intuitive. is a game-changer for me.
F01161,Love the new update! So much better.
F03580,Love the new update! So much better.
F09284,The app has incorrect data display.
F09001,Fix the high latency immediately!
F00055,"Finally, a trading app with a clean and fast interface. Highly recommended!"
F02533,Great app! Very incredibly smooth.
F05483,Customer support is unresponsive and unhelpful. My problem with fund withdrawal issues is still unresolved after a week.
F07656,The UI is not intuitive at all. It's hard to find basic functions and the constant frequent crashes makes it even worse.
F05279,The support team could not resolve my issue after multiple calls. My problem with a confusing UI is still unresolved after a week.
F08820,The app has chart glitches.
F02120,"Using Angel One has been a great experience. Specifically, the the charting tools is a game-changer for me."
F06066,I'm constantly facing high latency. It's extremely frustrating.
F05232,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F02164,Great app! Very user-friendly.
F03107,"Finally, a trading app with a clean and incredibly smooth interface. Highly recommended!"
F03319,Great app! Very intuitive.
F02729,Great app! Very fast.
F01967,Love the new update! So much better.
F01988,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F07392,I'm constantly facing a confusing UI. I lost a trading opportunity.
F02158,The watchlist feature is fast. has really improved my experience.
F08196,The UI is not intuitive at all. It's hard to find basic functions and the constant high latency makes it even worse.
F01577,Love the new update! So much better.
F01352,Love the new update! So much better.
F06185,I'm constantly facing chart glitches. It needs an urgent fix.
F01409,"Using Angel One has been a great experience. Specifically, the the stock screener makes trading so much easier."
F09211,The UI is not intuitive at all. It's hard to find basic functions and the constant high latency makes it even worse.
F00192,"Finally, a trading app with a clean and very responsive interface. Highly recommended!"
F00775,"I'm really impressed with how fast the the ipo application process is. Keep up the great work, Angel One!"
F08160,Very disappointed with the performance. The app is completely unreliable. because of chart glitches.
F01957,Love the new update! So much better.
F00677,"Finally, a trading app with a clean and very responsive interface. Highly recommended!"
F03863,Great app! Very excellent.
F04736,"Using Angel One has been a great experience. Specifically, the the website's layout works flawlessly."
F06022,The UI is not intuitive at all. It's hard to find basic functions and the constant high latency makes it even worse.
F02938,Excellent platform for trading.
F07820,The app has incorrect data display.
F08559,The latest update is full of bugs. The slow loading times is making the app unusable.
F07803,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F01079,Order placement is fantastic.
F02061,Love the new update! So much better.
F00840,The website's layout is fantastic.
F03104,The charting tools is fantastic.
F04005,Great app! Very seamless.
F09986,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F06641,The UI is not intuitive at all. It's hard to find basic functions and the constant login problems makes it even worse.
F03511,"I'm really impressed with how seamless the the app's user interface is. Keep up the great work, Angel One!"
F08183,The latest update is full of bugs. The a confusing ui is making the app unusable.
F06425,The app has a confusing UI.
F04171,Great app! Very top-notch.
F06674,Very disappointed with the performance. I lost a trading opportunity. because of incorrect data display.
F07077,The latest update is full of bugs. The incorrect data display is making the app unusable.
F08088,The app has notification bugs.
F02374,The watchlist feature is fantastic.
F08151,The app has chart glitches.
F04551,Love the new update! So much better.
F00009,Order placement is fantastic.
F08677,Very disappointed with the performance. It needs an urgent fix. because of notification bugs.
F02854,Love the new update! So much better.
F01353,GTT orders is fantastic.
F02324,Love the new update! So much better.
F07201,"Terrible user interface, very hard to navigate."
F04662,Excellent platform for trading.
F05813,"Terrible user interface, very hard to navigate."
F01548,"Using Angel One has been a great experience. Specifically, the the watchlist feature is a game-changer for me."
F09476,The latest update is full of bugs. The a confusing ui is making the app unusable.
F00884,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F08503,The app has chart glitches.
F05525,The app has order execution delays.
F07195,The latest update is full of bugs. The login problems is making the app unusable.
F06639,The UI is not intuitive at all. It's hard to find basic functions and the constant frequent crashes makes it even worse.
F09610,"Terrible user interface, very hard to navigate."
F03073,Great app! Very top-notch.
F01952,Excellent platform for trading.
F08127,Fix the order execution delays immediately!
F09052,I'm constantly facing login problems. It's extremely frustrating.
F07244,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F09241,Very disappointed with the performance. It needs an urgent fix. because of order execution delays.
F06061,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F07726,Customer support is unresponsive and unhelpful. My problem with notification bugs is still unresolved after a week.
F09661,It's impossible to get a human on the line for support. My problem with order execution delays is still unresolved after a week.
F06168,"Terrible user interface, very hard to navigate."
F09320,The app has chart glitches.
F00660,"Using Angel One has been a great experience. Specifically, the the ipo application process is exactly what I was looking for."
F04923,The app's user interface is fantastic.
F09431,Very disappointed with the performance. I lost a trading opportunity. because of frequent crashes.
F08676,The latest update is full of bugs. The fund withdrawal issues is making the app unusable.
F06214,It's impossible to get a human on the line for support. My problem with incorrect data display is still unresolved after a week.
F03112,The overall performance is fantastic.
F00264,"Using Angel One has been a great experience. Specifically, the the ipo application process has really improved my experience."
F01156,The app's user interface is fantastic.
F05985,The app has a confusing UI.
F04747,"I'm really impressed with how excellent the the portfolio tracking feature is. Keep up the great work, Angel One!"
F05859,The UI is not intuitive at all. It's hard to find basic functions and the constant login problems makes it even worse.
F04936,"Finally, a trading app with a clean and intuitive interface. Highly recommended!"
F05822,"Terrible user interface, very hard to navigate."
F05356,I've been waiting for days to get a reply on my ticket. My problem with notification bugs is still unresolved after a week.
F02292,The app's user interface is fantastic.
F00196,The charting tools is very responsive. makes trading so much easier.
F05200,Customer support is unresponsive and unhelpful. My problem with fund withdrawal issues is still unresolved after a week.
F04888,"I'm really impressed with how top-notch the the watchlist feature is. Keep up the great work, Angel One!"
F08828,The latest update is full of bugs. The slow loading times is making the app unusable.
F03021,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F06063,The support team could not resolve my issue after multiple calls. My problem with slow loading times is still unresolved after a week.
F08281,"Terrible user interface, very hard to navigate."
F01273,"Using Angel One has been a great experience. Specifically, the the portfolio tracking feature works flawlessly."
F07344,The latest update is full of bugs. The a confusing ui is making the app unusable.
F05852,"Terrible user interface, very hard to navigate."
F07957,"Terrible user interface, very hard to navigate."
F01266,The stock screener is fantastic.
F06536,Fix the fund withdrawal issues immediately!
F04795,"Using Angel One has been a great experience. Specifically, the order placement has really improved my experience."
F01951,"Using Angel One has been a great experience. Specifically, the gtt orders is exactly what I was looking for."
F03902,"I'm really impressed with how seamless the the portfolio tracking feature is. Keep up the great work, Angel One!"
F03388,The website's layout is fantastic.
F00208,Excellent platform for trading.
F03465,"Finally, a trading app with a clean and incredibly smooth interface. Highly recommended!"
F00598,"I'm really impressed with how user-friendly the the charting tools is. Keep up the great work, Angel One!"
F02300,GTT orders is fantastic.
F07874,Fix the slow loading times immediately!
F00971,Excellent platform for trading.
F08370,Very disappointed with the performance. The app is completely unreliable. because of fund withdrawal issues.
F00850,"Using Angel One has been a great experience. Specifically, the the overall performance is exactly what I was looking for."
F02254,The overall performance is very responsive. is exactly what I was looking for.
F01066,"Using Angel One has been a great experience. Specifically, the the app's user interface has really improved my experience."
F00134,Love the new update! So much better.
F05987,I'm constantly facing slow loading times. It needs an urgent fix.
F07601,I'm constantly facing notification bugs. The app is completely unreliable.
F07345,The app has chart glitches.
F02091,Great app! Very excellent.
F03284,Excellent platform for trading.
F06275,I'm constantly facing high latency. This makes trading very difficult.
F03618,"I'm really impressed with how fast the the watchlist feature is. Keep up the great work, Angel One!"
F09321,The UI is not intuitive at all. It's hard to find basic functions and the constant high latency makes it even worse.
F08376,Very disappointed with the performance. It needs an urgent fix. because of high latency.
F06459,I'm constantly facing incorrect data display. It's extremely frustrating.
F05395,Very disappointed with the performance. It's extremely frustrating. because of notification bugs.
F06125,The latest update is full of bugs. The notification bugs is making the app unusable.
F03024,Great app! Very excellent.
F01592,Order placement is fantastic.
F06814,I've been waiting for days to get a reply on my ticket. My problem with chart glitches is still unresolved after a week.
F04779,Great app! Very intuitive.
F06694,Very disappointed with the performance. This makes trading very difficult. because of a confusing UI.
F08570,The UI is not intuitive at all. It's hard to find basic functions and the constant notification bugs makes it even worse.
F09846,The latest update is full of bugs. The fund withdrawal issues is making the app unusable.
F07350,Very disappointed with the performance. It needs an urgent fix. because of incorrect data display.
F09493,I've been waiting for days to get a reply on my ticket. My problem with fund withdrawal issues is still unresolved after a week.
F09706,Very disappointed with the performance. I'm considering switching to another broker. because of chart glitches.
F07166,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F08834,Very disappointed with the performance. I lost a trading opportunity. because of incorrect data display.
F03547,The charting tools is user-friendly. is a game-changer for me.
F07321,I'm constantly facing chart glitches. I lost a trading opportunity.
F06131,"Terrible user interface, very hard to navigate."
F03166,The watchlist feature is top-notch. is a game-changer for me.
F07431,The UI is not intuitive at all. It's hard to find basic functions and the constant notification bugs makes it even worse.
F01303,Excellent platform for trading.
F07406,"Terrible user interface, very hard to navigate."
